Unloaded module: latex/TeXLive12
Loaded module: python3/3.6.2
Train: 0.7661138771301247 Validation: 0.7424498187918755

c1=-10, c2=-30, d=-5, lambda=0.001

Train: 0.8170565377214751 Validation: 0.7945729082300155

c1=-10, c2=-30, d=-5, lambda=0.01

Train: 0.7705169915560491 Validation: 0.74696064903311

c1=-10, c2=-30, d=-5, lambda=0.1

Train: 0.7665481782028857 Validation: 0.7428947948201623

c1=-10, c2=-30, d=-5, lambda=1

Train: 0.7661572479234009 Validation: 0.7424942561208868

c1=-10, c2=-30, d=-5, lambda=10

Train: 0.7661182136172502 Validation: 0.7424542619229868

c1=-10, c2=-30, d=0, lambda=0.001

Train: 0.5555076189466934 Validation: 0.5264812597226138

c1=-10, c2=-30, d=0, lambda=0.01

Train: 0.5555076189496058 Validation: 0.5264812471594592

c1=-10, c2=-30, d=0, lambda=0.1

Train: 0.555507619240874 Validation: 0.5264811217352311

c1=-10, c2=-30, d=0, lambda=1

Train: 0.5555076483495623 Validation: 0.5264798955628145

c1=-10, c2=-30, d=0, lambda=10

Train: 0.5555105411811626 Validation: 0.5264704214376545

c1=-10, c2=-30, d=5, lambda=0.001

Train: 0.07608832506110921 Validation: 0.2966211801125426

c1=-10, c2=-30, d=5, lambda=0.01

Train: 0.07608826930671979 Validation: 0.296621988168926

c1=-10, c2=-30, d=5, lambda=0.1

Train: 0.07608825787028083 Validation: 0.2966187670458518

c1=-10, c2=-30, d=5, lambda=1

Train: 0.07608825781424232 Validation: 0.296618871405754

c1=-10, c2=-30, d=5, lambda=10

Train: 0.07608825782657114 Validation: 0.2966192864444275

c1=-10, c2=-30, d=10, lambda=0.001
singular matrix error
c1=-10.5, c2=-31.5, d=10.5, lambda=0.0010500000000000002
c1=-10, c2=-30, d=10, lambda=0.01
singular matrix error
c1=-10.5, c2=-31.5, d=10.5, lambda=0.0105
c1=-10, c2=-30, d=10, lambda=0.1
singular matrix error
c1=-10.5, c2=-31.5, d=10.5, lambda=0.10500000000000001
c1=-10, c2=-30, d=10, lambda=1
singular matrix error
c1=-10.5, c2=-31.5, d=10.5, lambda=1.05
c1=-10, c2=-30, d=10, lambda=10

Train: 0.21160236633206567 Validation: 0.3628231981246801

c1=-10, c2=-30, d=15, lambda=0.001
singular matrix error
c1=-10.5, c2=-31.5, d=15.75, lambda=0.0010500000000000002
c1=-10, c2=-30, d=15, lambda=0.01
singular matrix error
c1=-10.5, c2=-31.5, d=15.75, lambda=0.0105
c1=-10, c2=-30, d=15, lambda=0.1
singular matrix error
c1=-10.5, c2=-31.5, d=15.75, lambda=0.10500000000000001
c1=-10, c2=-30, d=15, lambda=1
singular matrix error
c1=-10.5, c2=-31.5, d=15.75, lambda=1.05
c1=-10, c2=-30, d=15, lambda=10
singular matrix error
c1=-10.5, c2=-31.5, d=15.75, lambda=10.5
c1=-10, c2=-30, d=20, lambda=0.001
singular matrix error
c1=-10.5, c2=-31.5, d=21.0, lambda=0.0010500000000000002
c1=-10, c2=-30, d=20, lambda=0.01
singular matrix error
c1=-10.5, c2=-31.5, d=21.0, lambda=0.0105
c1=-10, c2=-30, d=20, lambda=0.1
singular matrix error
c1=-10.5, c2=-31.5, d=21.0, lambda=0.10500000000000001
c1=-10, c2=-30, d=20, lambda=1
singular matrix error
c1=-10.5, c2=-31.5, d=21.0, lambda=1.05
c1=-10, c2=-30, d=20, lambda=10
singular matrix error
c1=-10.5, c2=-31.5, d=21.0, lambda=10.5
c1=-10, c2=-27.5, d=-30, lambda=0.001

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-30, lambda=0.01

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-30, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-30, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-30, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-25, lambda=0.001

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-25, lambda=0.01

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-25, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-25, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-25, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-20, lambda=0.001

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-20, lambda=0.01

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-20, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-20, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-20, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-15, lambda=0.001

Train: 0.7661138771303025 Validation: 0.7424498187920578

c1=-10, c2=-27.5, d=-15, lambda=0.01

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-15, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-15, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-15, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-27.5, d=-10, lambda=0.001

Train: 0.766113872894326 Validation: 0.7424498144498709

c1=-10, c2=-27.5, d=-10, lambda=0.01

Train: 0.7661138767067046 Validation: 0.7424498183578389

c1=-10, c2=-27.5, d=-10, lambda=0.1

Train: 0.7661138770879425 Validation: 0.7424498187486357

c1=-10, c2=-27.5, d=-10, lambda=1

Train: 0.7661138771260663 Validation: 0.7424498187877153

c1=-10, c2=-27.5, d=-10, lambda=10

Train: 0.7661138771298787 Validation: 0.7424498187916233

c1=-10, c2=-27.5, d=-5, lambda=0.001

Train: 0.8527668152748585 Validation: 0.8310346211968863

c1=-10, c2=-27.5, d=-5, lambda=0.01

Train: 0.7729710058725755 Validation: 0.7494745015166066

c1=-10, c2=-27.5, d=-5, lambda=0.1

Train: 0.7667851322917489 Validation: 0.7431375978808409

c1=-10, c2=-27.5, d=-5, lambda=1

Train: 0.7661808610016525 Validation: 0.7425184527651868

c1=-10, c2=-27.5, d=-5, lambda=10

Train: 0.7661205741038654 Validation: 0.7424566807529126

c1=-10, c2=-27.5, d=0, lambda=0.001

Train: 0.5555076189466934 Validation: 0.5264812597226138

c1=-10, c2=-27.5, d=0, lambda=0.01

Train: 0.5555076189496058 Validation: 0.5264812471594592

c1=-10, c2=-27.5, d=0, lambda=0.1

Train: 0.555507619240874 Validation: 0.5264811217352311

c1=-10, c2=-27.5, d=0, lambda=1

Train: 0.5555076483495623 Validation: 0.5264798955628145

c1=-10, c2=-27.5, d=0, lambda=10

Train: 0.5555105411811626 Validation: 0.5264704214376545

c1=-10, c2=-27.5, d=5, lambda=0.001

Train: 0.07608828570755896 Validation: 0.2967780682060115

c1=-10, c2=-27.5, d=5, lambda=0.01

Train: 0.0760882582163433 Validation: 0.296779506396401

c1=-10, c2=-27.5, d=5, lambda=0.1

Train: 0.0760882578261391 Validation: 0.29677973549081443

c1=-10, c2=-27.5, d=5, lambda=1

Train: 0.07608825781408897 Validation: 0.2967798756128833

c1=-10, c2=-27.5, d=5, lambda=10

Train: 0.0760882578358512 Validation: 0.29678036254956625

c1=-10, c2=-27.5, d=10, lambda=0.001
singular matrix error
c1=-10.5, c2=-28.875, d=10.5, lambda=0.0010500000000000002
c1=-10, c2=-27.5, d=10, lambda=0.01
singular matrix error
c1=-10.5, c2=-28.875, d=10.5, lambda=0.0105
c1=-10, c2=-27.5, d=10, lambda=0.1
singular matrix error
c1=-10.5, c2=-28.875, d=10.5, lambda=0.10500000000000001
c1=-10, c2=-27.5, d=10, lambda=1

Train: 158221670.96609738 Validation: 76765026.3971525

c1=-10, c2=-27.5, d=10, lambda=10

Train: 0.45472180267501744 Validation: 0.518792531475481

c1=-10, c2=-27.5, d=15, lambda=0.001
singular matrix error
c1=-10.5, c2=-28.875, d=15.75, lambda=0.0010500000000000002
c1=-10, c2=-27.5, d=15, lambda=0.01
singular matrix error
c1=-10.5, c2=-28.875, d=15.75, lambda=0.0105
c1=-10, c2=-27.5, d=15, lambda=0.1
singular matrix error
c1=-10.5, c2=-28.875, d=15.75, lambda=0.10500000000000001
c1=-10, c2=-27.5, d=15, lambda=1
singular matrix error
c1=-10.5, c2=-28.875, d=15.75, lambda=1.05
c1=-10, c2=-27.5, d=15, lambda=10
singular matrix error
c1=-10.5, c2=-28.875, d=15.75, lambda=10.5
c1=-10, c2=-27.5, d=20, lambda=0.001
singular matrix error
c1=-10.5, c2=-28.875, d=21.0, lambda=0.0010500000000000002
c1=-10, c2=-27.5, d=20, lambda=0.01
singular matrix error
c1=-10.5, c2=-28.875, d=21.0, lambda=0.0105
c1=-10, c2=-27.5, d=20, lambda=0.1
singular matrix error
c1=-10.5, c2=-28.875, d=21.0, lambda=0.10500000000000001
c1=-10, c2=-27.5, d=20, lambda=1
singular matrix error
c1=-10.5, c2=-28.875, d=21.0, lambda=1.05
c1=-10, c2=-27.5, d=20, lambda=10
singular matrix error
c1=-10.5, c2=-28.875, d=21.0, lambda=10.5
c1=-10, c2=-25.0, d=-30, lambda=0.001

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-30, lambda=0.01

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-30, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-30, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-30, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-25, lambda=0.001

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-25, lambda=0.01

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-25, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-25, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-25, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-20, lambda=0.001

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-20, lambda=0.01

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-20, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-20, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-20, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-15, lambda=0.001

Train: 0.7661138771303033 Validation: 0.7424498187920586

c1=-10, c2=-25.0, d=-15, lambda=0.01

Train: 0.7661138771303023 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-15, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-15, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-15, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-25.0, d=-10, lambda=0.001

Train: 0.7661138661531653 Validation: 0.7424498075389607

c1=-10, c2=-25.0, d=-10, lambda=0.01

Train: 0.7661138760325885 Validation: 0.7424498176667478

c1=-10, c2=-25.0, d=-10, lambda=0.1

Train: 0.7661138770205309 Validation: 0.7424498186795265

c1=-10, c2=-25.0, d=-10, lambda=1

Train: 0.7661138771193252 Validation: 0.7424498187808044

c1=-10, c2=-25.0, d=-10, lambda=10

Train: 0.7661138771292045 Validation: 0.7424498187909322

c1=-10, c2=-25.0, d=-5, lambda=0.001

Train: 0.9339974880300723 Validation: 0.9137713318283841

c1=-10, c2=-25.0, d=-5, lambda=0.01

Train: 0.7773141309587964 Validation: 0.753922877941547

c1=-10, c2=-25.0, d=-5, lambda=0.1

Train: 0.7671958914099275 Validation: 0.7435585094256206

c1=-10, c2=-25.0, d=-5, lambda=1

Train: 0.7662217108501872 Validation: 0.7425603142049167

c1=-10, c2=-25.0, d=-5, lambda=10

Train: 0.7661246568372297 Validation: 0.7424608646089568

c1=-10, c2=-25.0, d=0, lambda=0.001

Train: 0.5555076189466934 Validation: 0.5264812597226138

c1=-10, c2=-25.0, d=0, lambda=0.01

Train: 0.5555076189496058 Validation: 0.5264812471594592

c1=-10, c2=-25.0, d=0, lambda=0.1

Train: 0.555507619240874 Validation: 0.5264811217352311

c1=-10, c2=-25.0, d=0, lambda=1

Train: 0.5555076483495623 Validation: 0.5264798955628145

c1=-10, c2=-25.0, d=0, lambda=10

Train: 0.5555105411811626 Validation: 0.5264704214376545

c1=-10, c2=-25.0, d=5, lambda=0.001

Train: 0.07608835534251819 Validation: 0.29698918407741287

c1=-10, c2=-25.0, d=5, lambda=0.01

Train: 0.07608825795366429 Validation: 0.29699769407565485

c1=-10, c2=-25.0, d=5, lambda=0.1

Train: 0.07608825781727252 Validation: 0.29699760000141556

c1=-10, c2=-25.0, d=5, lambda=1

Train: 0.07608825781422834 Validation: 0.29699763385354105

c1=-10, c2=-25.0, d=5, lambda=10

Train: 0.07608825785446277 Validation: 0.29699825442344546

c1=-10, c2=-25.0, d=10, lambda=0.001
singular matrix error
c1=-10.5, c2=-26.25, d=10.5, lambda=0.0010500000000000002
c1=-10, c2=-25.0, d=10, lambda=0.01
singular matrix error
c1=-10.5, c2=-26.25, d=10.5, lambda=0.0105
c1=-10, c2=-25.0, d=10, lambda=0.1
singular matrix error
c1=-10.5, c2=-26.25, d=10.5, lambda=0.10500000000000001
c1=-10, c2=-25.0, d=10, lambda=1

Train: 4.191811949443877e+16 Validation: 2.399239058650776e+16

c1=-10, c2=-25.0, d=10, lambda=10

Train: 0.09092791431770905 Validation: 0.30658983415110896

c1=-10, c2=-25.0, d=15, lambda=0.001
singular matrix error
c1=-10.5, c2=-26.25, d=15.75, lambda=0.0010500000000000002
c1=-10, c2=-25.0, d=15, lambda=0.01
singular matrix error
c1=-10.5, c2=-26.25, d=15.75, lambda=0.0105
c1=-10, c2=-25.0, d=15, lambda=0.1
singular matrix error
c1=-10.5, c2=-26.25, d=15.75, lambda=0.10500000000000001
c1=-10, c2=-25.0, d=15, lambda=1
singular matrix error
c1=-10.5, c2=-26.25, d=15.75, lambda=1.05
c1=-10, c2=-25.0, d=15, lambda=10
singular matrix error
c1=-10.5, c2=-26.25, d=15.75, lambda=10.5
c1=-10, c2=-25.0, d=20, lambda=0.001
singular matrix error
c1=-10.5, c2=-26.25, d=21.0, lambda=0.0010500000000000002
c1=-10, c2=-25.0, d=20, lambda=0.01
singular matrix error
c1=-10.5, c2=-26.25, d=21.0, lambda=0.0105
c1=-10, c2=-25.0, d=20, lambda=0.1
singular matrix error
c1=-10.5, c2=-26.25, d=21.0, lambda=0.10500000000000001
c1=-10, c2=-25.0, d=20, lambda=1
singular matrix error
c1=-10.5, c2=-26.25, d=21.0, lambda=1.05
c1=-10, c2=-25.0, d=20, lambda=10
singular matrix error
c1=-10.5, c2=-26.25, d=21.0, lambda=10.5
c1=-10, c2=-22.5, d=-30, lambda=0.001

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-30, lambda=0.01

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-30, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-30, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-30, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-25, lambda=0.001

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-25, lambda=0.01

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-25, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-25, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-25, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-20, lambda=0.001

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-20, lambda=0.01

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-20, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-20, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-20, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-15, lambda=0.001

Train: 0.7661138771303078 Validation: 0.7424498187920631

c1=-10, c2=-22.5, d=-15, lambda=0.01

Train: 0.7661138771303028 Validation: 0.7424498187920581

c1=-10, c2=-22.5, d=-15, lambda=0.1

Train: 0.7661138771303023 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-15, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-15, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-22.5, d=-10, lambda=0.001

Train: 0.7661138456813991 Validation: 0.7424497865501904

c1=-10, c2=-22.5, d=-10, lambda=0.01

Train: 0.7661138739854116 Validation: 0.7424498155678705

c1=-10, c2=-22.5, d=-10, lambda=0.1

Train: 0.7661138768158132 Validation: 0.7424498184696389

c1=-10, c2=-22.5, d=-10, lambda=1

Train: 0.7661138770988533 Validation: 0.7424498187598156

c1=-10, c2=-22.5, d=-10, lambda=10

Train: 0.7661138771271573 Validation: 0.7424498187888334

c1=-10, c2=-22.5, d=-5, lambda=0.001

Train: 1.1995478184217365 Validation: 1.1828577489540635

c1=-10, c2=-22.5, d=-5, lambda=0.01

Train: 0.7855922753968266 Validation: 0.7623990561270082

c1=-10, c2=-22.5, d=-5, lambda=0.1

Train: 0.767949889136264 Validation: 0.744331161192043

c1=-10, c2=-22.5, d=-5, lambda=1

Train: 0.7662964217381529 Validation: 0.7426368793885181

c1=-10, c2=-22.5, d=-5, lambda=10

Train: 0.766132121083621 Validation: 0.742468514174207

c1=-10, c2=-22.5, d=0, lambda=0.001

Train: 0.5555076189466934 Validation: 0.5264812597226138

c1=-10, c2=-22.5, d=0, lambda=0.01

Train: 0.5555076189496058 Validation: 0.5264812471594592

c1=-10, c2=-22.5, d=0, lambda=0.1

Train: 0.555507619240874 Validation: 0.5264811217352311

c1=-10, c2=-22.5, d=0, lambda=1

Train: 0.5555076483495623 Validation: 0.5264798955628145

c1=-10, c2=-22.5, d=0, lambda=10

Train: 0.5555105411811626 Validation: 0.5264704214376545

c1=-10, c2=-22.5, d=5, lambda=0.001

Train: 0.07608826400006193 Validation: 0.29729362041706986

c1=-10, c2=-22.5, d=5, lambda=0.01

Train: 0.0760882579418049 Validation: 0.2972939253761355

c1=-10, c2=-22.5, d=5, lambda=0.1

Train: 0.07608825781545908 Validation: 0.29729375364250477

c1=-10, c2=-22.5, d=5, lambda=1

Train: 0.07608825781462829 Validation: 0.29729388412081237

c1=-10, c2=-22.5, d=5, lambda=10

Train: 0.07608825789516667 Validation: 0.297294703921668

c1=-10, c2=-22.5, d=10, lambda=0.001
singular matrix error
c1=-10.5, c2=-23.625, d=10.5, lambda=0.0010500000000000002
c1=-10, c2=-22.5, d=10, lambda=0.01
singular matrix error
c1=-10.5, c2=-23.625, d=10.5, lambda=0.0105
c1=-10, c2=-22.5, d=10, lambda=0.1
singular matrix error
c1=-10.5, c2=-23.625, d=10.5, lambda=0.10500000000000001
c1=-10, c2=-22.5, d=10, lambda=1

Train: 0.19081876294841316 Validation: 0.3536017172532714

c1=-10, c2=-22.5, d=10, lambda=10

Train: 0.0786881389693785 Validation: 0.3040642916511929

c1=-10, c2=-22.5, d=15, lambda=0.001
singular matrix error
c1=-10.5, c2=-23.625, d=15.75, lambda=0.0010500000000000002
c1=-10, c2=-22.5, d=15, lambda=0.01
singular matrix error
c1=-10.5, c2=-23.625, d=15.75, lambda=0.0105
c1=-10, c2=-22.5, d=15, lambda=0.1
singular matrix error
c1=-10.5, c2=-23.625, d=15.75, lambda=0.10500000000000001
c1=-10, c2=-22.5, d=15, lambda=1
singular matrix error
c1=-10.5, c2=-23.625, d=15.75, lambda=1.05
c1=-10, c2=-22.5, d=15, lambda=10
singular matrix error
c1=-10.5, c2=-23.625, d=15.75, lambda=10.5
c1=-10, c2=-22.5, d=20, lambda=0.001
singular matrix error
c1=-10.5, c2=-23.625, d=21.0, lambda=0.0010500000000000002
c1=-10, c2=-22.5, d=20, lambda=0.01
singular matrix error
c1=-10.5, c2=-23.625, d=21.0, lambda=0.0105
c1=-10, c2=-22.5, d=20, lambda=0.1
singular matrix error
c1=-10.5, c2=-23.625, d=21.0, lambda=0.10500000000000001
c1=-10, c2=-22.5, d=20, lambda=1
singular matrix error
c1=-10.5, c2=-23.625, d=21.0, lambda=1.05
c1=-10, c2=-22.5, d=20, lambda=10
singular matrix error
c1=-10.5, c2=-23.625, d=21.0, lambda=10.5
c1=-10, c2=-20.0, d=-30, lambda=0.001

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-30, lambda=0.01

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-30, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-30, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-30, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-25, lambda=0.001

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-25, lambda=0.01

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-25, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-25, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-25, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-20, lambda=0.001

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-20, lambda=0.01

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-20, lambda=0.1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-20, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-20, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-15, lambda=0.001

Train: 0.766113877130334 Validation: 0.7424498187920902

c1=-10, c2=-20.0, d=-15, lambda=0.01

Train: 0.7661138771303054 Validation: 0.7424498187920607

c1=-10, c2=-20.0, d=-15, lambda=0.1

Train: 0.7661138771303025 Validation: 0.7424498187920578

c1=-10, c2=-20.0, d=-15, lambda=1

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-15, lambda=10

Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-10, c2=-20.0, d=-10, lambda=0.001

Train: 0.7661137751337349 Validation: 0.7424497142149772

c1=-10, c2=-20.0, d=-10, lambda=0.01

Train: 0.7661138669306422 Validation: 0.7424498083343462

c1=-10, c2=-20.0, d=-10, lambda=0.1

Train: 0.7661138761103362 Validation: 0.7424498177462864

c1=-10, c2=-20.0, d=-10, lambda=1

Train: 0.7661138770283057 Validation: 0.7424498186874804

c1=-10, c2=-20.0, d=-10, lambda=10

Train: 0.7661138771201027 Validation: 0.7424498187815998

c1=-10, c2=-20.0, d=-5, lambda=0.001

Train: 5.758152529958024 Validation: 5.751273789032246

