Unloaded module: latex/TeXLive12
Loaded module: python3/3.6.2
 Train: 0.07608825786833281 Validation: 0.28872462302845603

c1=-5, c2=-20, d=5, lambda=100

 Train: 0.07608826327960447 Validation: 0.28872615291379594

c1=-5, c2=-20, d=10, lambda=0.01
singular matrix error
c1=-5.25, c2=-21.0, d=10.5, lambda=0.0105
c1=-5, c2=-20, d=10, lambda=0.1

 Train: 3.4390740533695973e+21 Validation: 1.2437082167037966e+21

c1=-5, c2=-20, d=10, lambda=1

 Train: 1981075741.2631578 Validation: 7265000.983453662

c1=-5, c2=-20, d=10, lambda=10

 Train: 0.08010877958838358 Validation: 0.2992120594405895

c1=-5, c2=-20, d=10, lambda=100

 Train: 0.07609501025155799 Validation: 0.29997668650403697

c1=-5, c2=-20, d=15, lambda=0.01
singular matrix error
c1=-5.25, c2=-21.0, d=15.75, lambda=0.0105
c1=-5, c2=-20, d=15, lambda=0.1
singular matrix error
c1=-5.25, c2=-21.0, d=15.75, lambda=0.10500000000000001
c1=-5, c2=-20, d=15, lambda=1
singular matrix error
c1=-5.25, c2=-21.0, d=15.75, lambda=1.05
c1=-5, c2=-20, d=15, lambda=10
singular matrix error
c1=-5.25, c2=-21.0, d=15.75, lambda=10.5
c1=-5, c2=-20, d=15, lambda=100
singular matrix error
c1=-5.25, c2=-21.0, d=15.75, lambda=105.0
c1=-5, c2=-20, d=20, lambda=0.01
singular matrix error
c1=-5.25, c2=-21.0, d=21.0, lambda=0.0105
c1=-5, c2=-20, d=20, lambda=0.1
singular matrix error
c1=-5.25, c2=-21.0, d=21.0, lambda=0.10500000000000001
c1=-5, c2=-20, d=20, lambda=1
singular matrix error
c1=-5.25, c2=-21.0, d=21.0, lambda=1.05
c1=-5, c2=-20, d=20, lambda=10
singular matrix error
c1=-5.25, c2=-21.0, d=21.0, lambda=10.5
c1=-5, c2=-20, d=20, lambda=100
singular matrix error
c1=-5.25, c2=-21.0, d=21.0, lambda=105.0
c1=-5, c2=-15, d=-20, lambda=0.01

 Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-5, c2=-15, d=-20, lambda=0.1

 Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-5, c2=-15, d=-20, lambda=1

 Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-5, c2=-15, d=-20, lambda=10

 Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-5, c2=-15, d=-20, lambda=100

 Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-5, c2=-15, d=-15, lambda=0.01

 Train: 0.766113877130537 Validation: 0.7424498187922984

c1=-5, c2=-15, d=-15, lambda=0.1

 Train: 0.7661138771303257 Validation: 0.7424498187920817

c1=-5, c2=-15, d=-15, lambda=1

 Train: 0.7661138771303047 Validation: 0.74244981879206

c1=-5, c2=-15, d=-15, lambda=10

 Train: 0.7661138771303025 Validation: 0.7424498187920578

c1=-5, c2=-15, d=-15, lambda=100

 Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-5, c2=-15, d=-10, lambda=0.01

 Train: 0.766113697563004 Validation: 0.7424496346046172

c1=-5, c2=-15, d=-10, lambda=0.1

 Train: 0.7661138591735621 Validation: 0.742449800373303

c1=-5, c2=-15, d=-10, lambda=1

 Train: 0.7661138753346282 Validation: 0.742449816950182

c1=-5, c2=-15, d=-10, lambda=10

 Train: 0.7661138769507349 Validation: 0.74244981860787

c1=-5, c2=-15, d=-10, lambda=100

 Train: 0.7661138771123455 Validation: 0.7424498187736388

c1=-5, c2=-15, d=-5, lambda=0.01

 Train: 1.0170900823687532 Validation: 0.9982151147634424

c1=-5, c2=-15, d=-5, lambda=0.1

 Train: 0.7805779227233568 Validation: 0.7572719134182618

c1=-5, c2=-15, d=-5, lambda=1

 Train: 0.7674971898384115 Validation: 0.7438679444109769

c1=-5, c2=-15, d=-5, lambda=10

 Train: 0.766251603836815 Validation: 0.7425910170748662

c1=-5, c2=-15, d=-5, lambda=100

 Train: 0.766127643780622 Validation: 0.7424639325030622

c1=-5, c2=-15, d=0, lambda=0.01

 Train: 0.5555076189496058 Validation: 0.5264812471594592

c1=-5, c2=-15, d=0, lambda=0.1

 Train: 0.555507619240874 Validation: 0.5264811217352311

c1=-5, c2=-15, d=0, lambda=1

 Train: 0.5555076483495623 Validation: 0.5264798955628145

c1=-5, c2=-15, d=0, lambda=10

 Train: 0.5555105411811626 Validation: 0.5264704214376545

c1=-5, c2=-15, d=0, lambda=100

 Train: 0.5557826060971731 Validation: 0.5266363806973965

c1=-5, c2=-15, d=5, lambda=0.01

 Train: 0.0760882578194324 Validation: 0.29101487706083395

c1=-5, c2=-15, d=5, lambda=0.1

 Train: 0.07608825781386382 Validation: 0.2910149458191973

c1=-5, c2=-15, d=5, lambda=1

 Train: 0.07608825781824223 Validation: 0.29101498322372493

c1=-5, c2=-15, d=5, lambda=10

 Train: 0.07608825825868058 Validation: 0.29101536217949636

c1=-5, c2=-15, d=5, lambda=100

 Train: 0.07608830244466411 Validation: 0.29101915355219693

c1=-5, c2=-15, d=10, lambda=0.01

 Train: 1.1693033576160256e+19 Validation: 1.8012543649188772e+18

c1=-5, c2=-15, d=10, lambda=0.1

 Train: 416762514669.66125 Validation: 26122687290.171707

c1=-5, c2=-15, d=10, lambda=1

 Train: 0.0772386601833914 Validation: 0.30630258852752545

c1=-5, c2=-15, d=10, lambda=10

 Train: 0.07612718850943936 Validation: 0.30671602559004846

c1=-5, c2=-15, d=10, lambda=100

 Train: 0.07608834833155712 Validation: 0.3067208773455761

c1=-5, c2=-15, d=15, lambda=0.01
singular matrix error
c1=-5.25, c2=-15.75, d=15.75, lambda=0.0105
c1=-5, c2=-15, d=15, lambda=0.1
singular matrix error
c1=-5.25, c2=-15.75, d=15.75, lambda=0.10500000000000001
c1=-5, c2=-15, d=15, lambda=1
singular matrix error
c1=-5.25, c2=-15.75, d=15.75, lambda=1.05
c1=-5, c2=-15, d=15, lambda=10
singular matrix error
c1=-5.25, c2=-15.75, d=15.75, lambda=10.5
c1=-5, c2=-15, d=15, lambda=100
singular matrix error
c1=-5.25, c2=-15.75, d=15.75, lambda=105.0
c1=-5, c2=-15, d=20, lambda=0.01
singular matrix error
c1=-5.25, c2=-15.75, d=21.0, lambda=0.0105
c1=-5, c2=-15, d=20, lambda=0.1
singular matrix error
c1=-5.25, c2=-15.75, d=21.0, lambda=0.10500000000000001
c1=-5, c2=-15, d=20, lambda=1
singular matrix error
c1=-5.25, c2=-15.75, d=21.0, lambda=1.05
c1=-5, c2=-15, d=20, lambda=10
singular matrix error
c1=-5.25, c2=-15.75, d=21.0, lambda=10.5
c1=-5, c2=-15, d=20, lambda=100
singular matrix error
c1=-5.25, c2=-15.75, d=21.0, lambda=105.0
c1=-5, c2=-10, d=-20, lambda=0.01

 Train: 0.7661138771303012 Validation: 0.7424498187920565

c1=-5, c2=-10, d=-20, lambda=0.1

 Train: 0.7661138771303021 Validation: 0.7424498187920574

c1=-5, c2=-10, d=-20, lambda=1

 Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-5, c2=-10, d=-20, lambda=10

 Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-5, c2=-10, d=-20, lambda=100

 Train: 0.7661138771303022 Validation: 0.7424498187920576

c1=-5, c2=-10, d=-15, lambda=0.01

 Train: 0.766113877232347 Validation: 0.7424498188967767

c1=-5, c2=-10, d=-15, lambda=0.1

 Train: 0.7661138771405067 Validation: 0.7424498188025294

c1=-5, c2=-10, d=-15, lambda=1

 Train: 0.7661138771313227 Validation: 0.7424498187931047

c1=-5, c2=-10, d=-15, lambda=10

 Train: 0.7661138771304042 Validation: 0.7424498187921623

c1=-5, c2=-10, d=-15, lambda=100

 Train: 0.7661138771303125 Validation: 0.742449818792068

c1=-5, c2=-10, d=-10, lambda=0.01

 Train: 0.7661035928684947 Validation: 0.7424392672736635

c1=-5, c2=-10, d=-10, lambda=0.1

 Train: 0.7661128486700414 Validation: 0.7424487636055965

c1=-5, c2=-10, d=-10, lambda=1

 Train: 0.7661137742839353 Validation: 0.7424497132730652

c1=-5, c2=-10, d=-10, lambda=10

 Train: 0.7661138668456621 Validation: 0.7424498082401548

c1=-5, c2=-10, d=-10, lambda=100

 Train: 0.7661138761018382 Validation: 0.7424498177368671

c1=-5, c2=-10, d=-5, lambda=0.01

 Train: 0.6127413174902309 Validation: 0.5890775902075863

c1=-5, c2=-10, d=-5, lambda=0.1

 Train: 0.9259753233378523 Validation: 0.9056809896943682

c1=-5, c2=-10, d=-5, lambda=1

 Train: 0.7769124113851943 Validation: 0.7535197722314945

c1=-5, c2=-10, d=-5, lambda=10

 Train: 0.7671579542253754 Validation: 0.7435204740548448

c1=-5, c2=-10, d=-5, lambda=100

 Train: 0.7662179383979336 Validation: 0.7425565323265074

c1=-5, c2=-10, d=0, lambda=0.01

 Train: 0.5555076189496058 Validation: 0.5264812471594592

c1=-5, c2=-10, d=0, lambda=0.1

 Train: 0.555507619240874 Validation: 0.5264811217352311

c1=-5, c2=-10, d=0, lambda=1

 Train: 0.5555076483495623 Validation: 0.5264798955628145

c1=-5, c2=-10, d=0, lambda=10

 Train: 0.5555105411811626 Validation: 0.5264704214376545

c1=-5, c2=-10, d=0, lambda=100

 Train: 0.5557826060971731 Validation: 0.5266363806973965

c1=-5, c2=-10, d=5, lambda=0.01

 Train: 0.07608825781389432 Validation: 0.29555817964667913

c1=-5, c2=-10, d=5, lambda=0.1

 Train: 0.07608825781471346 Validation: 0.29555819172433007

c1=-5, c2=-10, d=5, lambda=1

 Train: 0.07608825790561337 Validation: 0.2955583328762968

c1=-5, c2=-10, d=5, lambda=10

 Train: 0.07608826700673331 Validation: 0.2955597310927337

c1=-5, c2=-10, d=5, lambda=100

 Train: 0.07608918818701313 Validation: 0.29557376568720567

c1=-5, c2=-10, d=10, lambda=0.01

 Train: 2.981929883112147e+19 Validation: 1.6750120174777456e+17

c1=-5, c2=-10, d=10, lambda=0.1

 Train: 0.07625741777269096 Validation: 0.32098166790760513

c1=-5, c2=-10, d=10, lambda=1

 Train: 0.0761858136237956 Validation: 0.32106621340517777

c1=-5, c2=-10, d=10, lambda=10

 Train: 0.076095692065469 Validation: 0.32107237695330054

c1=-5, c2=-10, d=10, lambda=100

 Train: 0.0760882591578358 Validation: 0.321071609883658

c1=-5, c2=-10, d=15, lambda=0.01
singular matrix error
c1=-5.25, c2=-10.5, d=15.75, lambda=0.0105
c1=-5, c2=-10, d=15, lambda=0.1
singular matrix error
c1=-5.25, c2=-10.5, d=15.75, lambda=0.10500000000000001
c1=-5, c2=-10, d=15, lambda=1
singular matrix error
c1=-5.25, c2=-10.5, d=15.75, lambda=1.05
c1=-5, c2=-10, d=15, lambda=10
singular matrix error
c1=-5.25, c2=-10.5, d=15.75, lambda=10.5
c1=-5, c2=-10, d=15, lambda=100
singular matrix error
c1=-5.25, c2=-10.5, d=15.75, lambda=105.0
c1=-5, c2=-10, d=20, lambda=0.01
singular matrix error
c1=-5.25, c2=-10.5, d=21.0, lambda=0.0105
c1=-5, c2=-10, d=20, lambda=0.1
singular matrix error
c1=-5.25, c2=-10.5, d=21.0, lambda=0.10500000000000001
c1=-5, c2=-10, d=20, lambda=1
singular matrix error
c1=-5.25, c2=-10.5, d=21.0, lambda=1.05
c1=-5, c2=-10, d=20, lambda=10
singular matrix error
c1=-5.25, c2=-10.5, d=21.0, lambda=10.5
c1=-5, c2=-10, d=20, lambda=100
singular matrix error
c1=-5.25, c2=-10.5, d=21.0, lambda=105.0
c1=-5, c2=-5, d=-20, lambda=0.01

 Train: 0.7661138760810693 Validation: 0.7424498177151881

c1=-5, c2=-5, d=-20, lambda=0.1

 Train: 0.7661138770253789 Validation: 0.7424498186843705

c1=-5, c2=-5, d=-20, lambda=1

 Train: 0.7661138771198099 Validation: 0.7424498187812888

c1=-5, c2=-5, d=-20, lambda=10

 Train: 0.766113877129253 Validation: 0.7424498187909806

c1=-5, c2=-5, d=-20, lambda=100

 Train: 0.7661138771301974 Validation: 0.7424498187919498

c1=-5, c2=-5, d=-15, lambda=0.01

 Train: 0.7661171753103674 Validation: 0.7424532039087753

c1=-5, c2=-5, d=-15, lambda=0.1

 Train: 0.7661142069447575 Validation: 0.7424501573001226

c1=-5, c2=-5, d=-15, lambda=1

 Train: 0.7661139101117123 Validation: 0.742449852642828

c1=-5, c2=-5, d=-15, lambda=10

 Train: 0.7661138804284429 Validation: 0.7424498221771343

c1=-5, c2=-5, d=-15, lambda=100

 Train: 0.7661138774601163 Validation: 0.7424498191305652

c1=-5, c2=-5, d=-10, lambda=0.01

 Train: 0.7560980949543115 Validation: 0.7321668069019065

c1=-5, c2=-5, d=-10, lambda=0.1

 Train: 0.7650783892332864 Validation: 0.74138706557788

c1=-5, c2=-5, d=-10, lambda=1

 Train: 0.76600997840171 Validation: 0.7423431880260172

c1=-5, c2=-5, d=-10, lambda=10

 Train: 0.7661034837468843 Validation: 0.7424391521497546

c1=-5, c2=-5, d=-10, lambda=100

 Train: 0.7661128377568437 Validation: 0.742448752092159

c1=-5, c2=-5, d=-5, lambda=0.01

 Train: 0.3912741289390909 Validation: 0.3744090057181657

c1=-5, c2=-5, d=-5, lambda=0.1

 Train: 0.518057125904805 Validation: 0.4920296661424563

c1=-5, c2=-5, d=-5, lambda=1

 Train: 6.474450510946814 Validation: 6.466026367590568

c1=-5, c2=-5, d=-5, lambda=10

 Train: 0.8033621874340632 Validation: 0.7806171635959854

c1=-5, c2=-5, d=-5, lambda=100

 Train: 0.7694462947065925 Validation: 0.7458682818082885

c1=-5, c2=-5, d=0, lambda=0.01

 Train: 0.5555076189496058 Validation: 0.5264812471594592

c1=-5, c2=-5, d=0, lambda=0.1

 Train: 0.555507619240874 Validation: 0.5264811217352311

c1=-5, c2=-5, d=0, lambda=1

 Train: 0.5555076483495623 Validation: 0.5264798955628145

c1=-5, c2=-5, d=0, lambda=10

 Train: 0.5555105411811626 Validation: 0.5264704214376545

c1=-5, c2=-5, d=0, lambda=100

 Train: 0.5557826060971731 Validation: 0.5266363806973965

c1=-5, c2=-5, d=5, lambda=0.01

 Train: 0.07608825781534315 Validation: 0.3085710859507695

c1=-5, c2=-5, d=5, lambda=0.1

 Train: 0.0760882579685863 Validation: 0.30857122753019617

c1=-5, c2=-5, d=5, lambda=1

 Train: 0.07608827331775775 Validation: 0.30857264500197124

c1=-5, c2=-5, d=5, lambda=10

 Train: 0.07608983364696187 Validation: 0.3085867728009293

c1=-5, c2=-5, d=5, lambda=100

 Train: 0.0762939637425559 Validation: 0.3086998674903092

c1=-5, c2=-5, d=10, lambda=0.01

 Train: 549112121625789.06 Validation: 7932884495.196707

c1=-5, c2=-5, d=10, lambda=0.1

 Train: 22611561579719.535 Validation: 184492847.5120483

c1=-5, c2=-5, d=10, lambda=1

 Train: 0.07608843930987128 Validation: 0.3643386217890242

c1=-5, c2=-5, d=10, lambda=10

 Train: 0.076088789344699 Validation: 0.3643387123485113

c1=-5, c2=-5, d=10, lambda=100

 Train: 0.07608825907529035 Validation: 0.3643386908348315

c1=-5, c2=-5, d=15, lambda=0.01
singular matrix error
c1=-5.25, c2=-5.25, d=15.75, lambda=0.0105
c1=-5, c2=-5, d=15, lambda=0.1
singular matrix error
c1=-5.25, c2=-5.25, d=15.75, lambda=0.10500000000000001
c1=-5, c2=-5, d=15, lambda=1
singular matrix error
c1=-5.25, c2=-5.25, d=15.75, lambda=1.05
c1=-5, c2=-5, d=15, lambda=10
singular matrix error
c1=-5.25, c2=-5.25, d=15.75, lambda=10.5
c1=-5, c2=-5, d=15, lambda=100

 Train: 1.3697160136349894e+26 Validation: 9.710786879449083e+19

c1=-5, c2=-5, d=20, lambda=0.01
singular matrix error
c1=-5.25, c2=-5.25, d=21.0, lambda=0.0105
c1=-5, c2=-5, d=20, lambda=0.1
singular matrix error
c1=-5.25, c2=-5.25, d=21.0, lambda=0.10500000000000001
c1=-5, c2=-5, d=20, lambda=1
singular matrix error
c1=-5.25, c2=-5.25, d=21.0, lambda=1.05
c1=-5, c2=-5, d=20, lambda=10
singular matrix error
c1=-5.25, c2=-5.25, d=21.0, lambda=10.5
c1=-5, c2=-5, d=20, lambda=100
singular matrix error
c1=-5.25, c2=-5.25, d=21.0, lambda=105.0
c1=-5, c2=0, d=-20, lambda=0.01

 Train: nan Validation: nan

c1=-5, c2=0, d=-20, lambda=0.1

 Train: nan Validation: nan

c1=-5, c2=0, d=-20, lambda=1

 Train: nan Validation: nan

c1=-5, c2=0, d=-20, lambda=10

 Train: nan Validation: nan

c1=-5, c2=0, d=-20, lambda=100

 Train: nan Validation: nan

c1=-5, c2=0, d=-15, lambda=0.01

 Train: nan Validation: nan

c1=-5, c2=0, d=-15, lambda=0.1

 Train: nan Validation: nan

c1=-5, c2=0, d=-15, lambda=1

 Train: nan Validation: nan

c1=-5, c2=0, d=-15, lambda=10

 Train: nan Validation: nan

c1=-5, c2=0, d=-15, lambda=100

 Train: nan Validation: nan

c1=-5, c2=0, d=-10, lambda=0.01

 Train: nan Validation: nan

c1=-5, c2=0, d=-10, lambda=0.1

 Train: nan Validation: nan

c1=-5, c2=0, d=-10, lambda=1

 Train: nan Validation: nan

c1=-5, c2=0, d=-10, lambda=10

 Train: nan Validation: nan

c1=-5, c2=0, d=-10, lambda=100

 Train: nan Validation: nan

c1=-5, c2=0, d=-5, lambda=0.01

 Train: nan Validation: nan

c1=-5, c2=0, d=-5, lambda=0.1

 Train: nan Validation: nan

c1=-5, c2=0, d=-5, lambda=1

 Train: nan Validation: nan

c1=-5, c2=0, d=-5, lambda=10

 Train: nan Validation: nan

c1=-5, c2=0, d=-5, lambda=100

 Train: nan Validation: nan

c1=-5, c2=0, d=0, lambda=0.01

 Train: 0.5555076189496058 Validation: 0.5264812471594592

c1=-5, c2=0, d=0, lambda=0.1

 Train: 0.555507619240874 Validation: 0.5264811217352311

c1=-5, c2=0, d=0, lambda=1

 Train: 0.5555076483495623 Validation: 0.5264798955628145

c1=-5, c2=0, d=0, lambda=10

 Train: 0.5555105411811626 Validation: 0.5264704214376545

c1=-5, c2=0, d=0, lambda=100

 Train: 0.5557826060971731 Validation: 0.5266363806973965

c1=-5, c2=0, d=5, lambda=0.01

 Train: 0.8762652534734947 Validation: 0.5388963350734252

c1=-5, c2=0, d=5, lambda=0.1

 Train: 1.160606121486146 Validation: 0.5537796871446515

c1=-5, c2=0, d=5, lambda=1

 Train: 0.9035408873690605 Validation: 0.6231924724979823

c1=-5, c2=0, d=5, lambda=10

 Train: 5.962450485485991 Validation: 1.2913811710400436

c1=-5, c2=0, d=5, lambda=100

 Train: 4.49807388781732 Validation: 1.327697809496348

c1=-5, c2=0, d=10, lambda=0.01

 Train: 3.221975868288016e+21 Validation: 1.637712247257796e+21

c1=-5, c2=0, d=10, lambda=0.1

 Train: 0.14357721576783547 Validation: 0.583903090407147

c1=-5, c2=0, d=10, lambda=1

 Train: 0.17086184393804646 Validation: 0.5830759913436575

c1=-5, c2=0, d=10, lambda=10

 Train: 0.20459371400203413 Validation: 0.5867982170450489

c1=-5, c2=0, d=10, lambda=100

 Train: 0.24644111357126758 Validation: 0.5956950149760543

c1=-5, c2=0, d=15, lambda=0.01
singular matrix error
c1=-5.25, c2=0.0, d=15.75, lambda=0.0105
c1=-5, c2=0, d=15, lambda=0.1
singular matrix error
c1=-5.25, c2=0.0, d=15.75, lambda=0.10500000000000001
c1=-5, c2=0, d=15, lambda=1

 Train: 1.2587394281613605e+69 Validation: 4.3190503763666454e+63

c1=-5, c2=0, d=15, lambda=10

 Train: 2.2960483832513258e+64 Validation: 1.350428108651991e+55

c1=-5, c2=0, d=15, lambda=100

 Train: 5.131938737830219e+55 Validation: 1.0757249857596055e+56

c1=-5, c2=0, d=20, lambda=0.01
singular matrix error
c1=-5.25, c2=0.0, d=21.0, lambda=0.0105
c1=-5, c2=0, d=20, lambda=0.1
singular matrix error
c1=-5.25, c2=0.0, d=21.0, lambda=0.10500000000000001
c1=-5, c2=0, d=20, lambda=1
singular matrix error
c1=-5.25, c2=0.0, d=21.0, lambda=1.05
c1=-5, c2=0, d=20, lambda=10
singular matrix error
c1=-5.25, c2=0.0, d=21.0, lambda=10.5
c1=-5, c2=0, d=20, lambda=100
singular matrix error
c1=-5.25, c2=0.0, d=21.0, lambda=105.0
c1=-5, c2=5, d=-20, lambda=0.01

 Train: 2.3021759542548428e+73 Validation: 1.558572183887104e+56

c1=-5, c2=5, d=-20, lambda=0.1
singular matrix error
c1=-5.25, c2=5.25, d=-21.0, lambda=0.10500000000000001
c1=-5, c2=5, d=-20, lambda=1

 Train: 4.266353650085628e+70 Validation: 6.865046833992327e+61

c1=-5, c2=5, d=-20, lambda=10

 Train: 3.1617873042408402e+75 Validation: 2.0001615148891178e+60

c1=-5, c2=5, d=-20, lambda=100
singular matrix error
c1=-5.25, c2=5.25, d=-21.0, lambda=105.0
c1=-5, c2=5, d=-15, lambda=0.01

 Train: 3.712165128781247e+49 Validation: 1.2929600127454475e+47

c1=-5, c2=5, d=-15, lambda=0.1
singular matrix error
c1=-5.25, c2=5.25, d=-15.75, lambda=0.10500000000000001
c1=-5, c2=5, d=-15, lambda=1

 Train: 1.3454033472146423e+51 Validation: 3.372159391785468e+45

c1=-5, c2=5, d=-15, lambda=10
singular matrix error
c1=-5.25, c2=5.25, d=-15.75, lambda=10.5
c1=-5, c2=5, d=-15, lambda=100
singular matrix error
c1=-5.25, c2=5.25, d=-15.75, lambda=105.0
c1=-5, c2=5, d=-10, lambda=0.01

 Train: 1.052735048706105e+42 Validation: 1.8231621326832205e+36

c1=-5, c2=5, d=-10, lambda=0.1

 Train: 8.22450440934305e+39 Validation: 1.3825599427227865e+36

c1=-5, c2=5, d=-10, lambda=1

 Train: 2.1466307050112404e+39 Validation: 1.0242749731006613e+35

c1=-5, c2=5, d=-10, lambda=10

 Train: 3.8499645210951e+22 Validation: 1.7748518636270698e+30

c1=-5, c2=5, d=-10, lambda=100

 Train: 724.2494902029069 Validation: 167013997741.96704

c1=-5, c2=5, d=-5, lambda=0.01

 Train: 0.8648039073322986 Validation: 9185013.951666119

c1=-5, c2=5, d=-5, lambda=0.1

 Train: 4.082005839052299 Validation: 2612736.244194521

c1=-5, c2=5, d=-5, lambda=1

 Train: 0.7672938962980885 Validation: 531736.8014080694

c1=-5, c2=5, d=-5, lambda=10

 Train: 3.145731957221629 Validation: 88168.70104534479

c1=-5, c2=5, d=-5, lambda=100

 Train: 0.8156119982400198 Validation: 47739.029488769775

c1=-5, c2=5, d=0, lambda=0.01

 Train: 0.5555076189496058 Validation: 0.5264812471594592

c1=-5, c2=5, d=0, lambda=0.1

 Train: 0.555507619240874 Validation: 0.5264811217352311

c1=-5, c2=5, d=0, lambda=1

 Train: 0.5555076483495623 Validation: 0.5264798955628145

c1=-5, c2=5, d=0, lambda=10

 Train: 0.5555105411811626 Validation: 0.5264704214376545

c1=-5, c2=5, d=0, lambda=100

 Train: 0.5557826060971731 Validation: 0.5266363806973965

c1=-5, c2=5, d=5, lambda=0.01

 Train: 0.07608849566302978 Validation: 17.87347440511987

c1=-5, c2=5, d=5, lambda=0.1

 Train: 0.07611434262121967 Validation: 18.793590091551607

c1=-5, c2=5, d=5, lambda=1

 Train: 0.08054472834956157 Validation: 24.876063541086427

c1=-5, c2=5, d=5, lambda=10

 Train: 0.18921464836006824 Validation: 16.725446222761903

c1=-5, c2=5, d=5, lambda=100

 Train: 8.554777751414349 Validation: 77.57843889100168

c1=-5, c2=5, d=10, lambda=0.01

 Train: 0.07716199307588524 Validation: 15.13254731390534

c1=-5, c2=5, d=10, lambda=0.1

 Train: 0.07609165133410037 Validation: 15.156856268746731

c1=-5, c2=5, d=10, lambda=1

 Train: 0.07608831086051478 Validation: 15.151446981872866

c1=-5, c2=5, d=10, lambda=10

 Train: 0.07608826735850859 Validation: 15.123795257566353

c1=-5, c2=5, d=10, lambda=100

 Train: 0.0760890489917786 Validation: 14.858488155140236

